id,name,IDENTITY,ALIGN,EYE,HAIR,SEX,ALIVE,FIRST APPEARANCE,Year
16881,Adam Berman (Earth-616),Secret Identity,Good Characters,Red Eyes,Black Hair,Male Characters,Living Characters,Sep-97,1997
18489,Ai-Chi Wong (Earth-616),,Good Characters,,,Female Characters,Living Characters,Dec-97,1997
396714,Ana Shwartz (Earth-616),Secret Identity,,White Eyes,Black Hair,Female Characters,Living Characters,Sep-97,1997
386304,Architect (Shining Ones) (Earth-616),,,,,Male Characters,Living Characters,Jan-97,1997
16231,Augustine (Earth-616),,,,,,Living Characters,Nov-97,1997
16275,Boniface (Earth-616),,,,,Male Characters,Living Characters,Nov-97,1997
724396,Carl Shuffler (Earth-616),Public Identity,Neutral Characters,Brown Eyes,No Hair,Male Characters,Living Characters,Dec-97,1997
669208,Clay Quartermain (Heroes Reborn) (Earth-616),Public Identity,Good Characters,,,Male Characters,Deceased Characters,Oct-97,1997
34682,Cleric (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,Living Characters,Oct-97,1997
79577,Doctor Krypt (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,Living Characters,Aug-97,1997
79585,Doctor Mobius (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,Living Characters,Aug-97,1997
665451,Fenton (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Jan-97,1997
29864,Ginny Mahoney (Earth-616),,,Green Eyes,,Female Characters,Deceased Characters,Sep-97,1997
410007,Grange Janssen (Earth-616),Public Identity,,,,Male Characters,Living Characters,Mar-97,1997
24797,Gwyneth Burke (Earth-616),,,,,Female Characters,Living Characters,Dec-97,1997
427057,Haley Blanding (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Deceased Characters,Jul-97,1997
124040,Helen Stacy (Earth-616),Public Identity,Good Characters,,,Female Characters,Living Characters,Jul-97,1997
24796,Jack Burke (Earth-616),No Dual Identity,,,,Male Characters,Living Characters,Dec-97,1997
24798,Job Burke (Earth-616),No Dual Identity,,,,Male Characters,Living Characters,Dec-97,1997
28310,Kree-Tor (Earth-616),,Neutral Characters,,,Male Characters,Living Characters,Sep-97,1997
16626,Landscape (Brett) (Earth-616),Secret Identity,,,,Male Characters,Living Characters,Sep-97,1997
282494,Marlena Petrokova (Earth-616),,,,Black Hair,Female Characters,Deceased Characters,Oct-97,1997
402724,Melinda Pressman (Earth-616),No Dual Identity,,,Brown Hair,Female Characters,Living Characters,Aug-97,1997
402720,Michael Pressman (Earth-616),No Dual Identity,,Blue Eyes,Brown Hair,Male Characters,Living Characters,Aug-97,1997
16756,Mindmeld (Earth-616),Secret Identity,Neutral Characters,,Blond Hair,Male Characters,Living Characters,Jan-97,1997
666954,Mr. Carruthers (Earth-616),Public Identity,,,,Male Characters,Living Characters,Jul-97,1997
555097,Neil Langram (Earth-616),Secret Identity,,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,Feb-97,1997
18630,Niles Williams (Earth-616),,,,,Male Characters,Living Characters,Jan-97,1997
27294,Number Fourteen (Rat Pack) (Earth-616),,,,,Male Characters,Living Characters,Apr-97,1997
530262,Oculus (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,Living Characters,Sep-97,1997
79563,Pierre Cloche (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Nov-97,1997
27578,Rick Bogart (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Jul-97,1997
340336,Roger Juniper (Earth-616),,Good Characters,,Blond Hair,Male Characters,Deceased Characters,Sep-97,1997
444963,Steed (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,Nov-97,1997
550693,Tharamus (Earth-616),,Good Characters,,Grey Hair,Male Characters,Deceased Characters,Aug-97,1997
427058,Todd Blanding (Earth-616),Public Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,Deceased Characters,Jul-97,1997
555658,Vincent Bloch (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Bald,Male Characters,Living Characters,Oct-97,1997
483254,Vulture-Bait (Earth-616),Public Identity,,Black Eyes,Blue Hair,Male Characters,Living Characters,Oct-97,1997
483374,Warren Rothschild (Earth-616),No Dual Identity,Neutral Characters,,Grey Hair,Male Characters,Deceased Characters,Dec-97,1997
749549,William Fitzpatrick (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,Deceased Characters,Jul-97,1997
483364,Abdol (Earth-616),No Dual Identity,,,,Male Characters,Deceased Characters,Apr-98,1998
18438,Aeric (Earth-616),Secret Identity,,,,Male Characters,Living Characters,Nov-98,1998
511812,Armaros (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Nov-98,1998
402627,Azor (Earth-616),,,Brown Eyes,Brown Hair,Male Characters,Living Characters,Aug-98,1998
16806,Bill Astin (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Sep-98,1998
330091,Chess Roberts (Earth-616),,,,,Female Characters,Living Characters,Feb-98,1998
641804,Chris Miller (Earth-616),,Good Characters,,,Male Characters,Living Characters,Jul-98,1998
673372,Collette Drumm (Earth-616),,,Brown Eyes,Black Hair,Female Characters,Living Characters,May-98,1998
555106,Ellison Payton (Earth-616),Public Identity,,,Red Hair,Male Characters,Living Characters,Apr-98,1998
483294,Fasolt (Hyboria) (Earth-616),Public Identity,,,Orange Hair,Male Characters,Living Characters,Apr-98,1998
483283,Gahad (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters,Mar-98,1998
555111,Hector Orozeo (Earth-616),Public Identity,,,Grey Hair,Male Characters,Deceased Characters,Sep-98,1998
422233,Horatio Belgrade (Earth-616),,,,Blond Hair,Male Characters,Deceased Characters,Sep-98,1998
79517,Jordan Holiday (Earth-616),Secret Identity,,Brown Eyes,Bald,Male Characters,Living Characters,Aug-98,1998
641828,Karel (Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Aug-98,1998
335829,Leah Sheffield (Earth-616),,Neutral Characters,,,Female Characters,Living Characters,Feb-98,1998
201874,Malcolm Drake (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,Living Characters,Aug-98,1998
282473,Matthew (Mutant) (Earth-616),,,Black Eyes,Brown Hair,Male Characters,Living Characters,Feb-98,1998
641784,Moon Wolf (Earth-616),,,,Black Hair,Male Characters,Living Characters,Jul-98,1998
673928,Noel Beckford (Earth-616),Public Identity,,Blue Eyes,Blond Hair,Female Characters,Living Characters,Jul-98,1998
595033,Primotur Jekuakkekt (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Living Characters,Apr-98,1998
671116,Rebecca Houston (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,Feb-98,1998
483282,Robwood (Earth-616),Public Identity,,Green Eyes,Black Hair,Male Characters,Living Characters,Mar-98,1998
483267,Sabo (Earth-616),Public Identity,,Blue Eyes,Black Hair,Male Characters,Deceased Characters,Mar-98,1998
678139,Sally Avril (Earth-98121),,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Dec-98,1998
682403,Sazae (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Dec-98,1998
480779,Sir Wulf (Earth-616),Secret Identity,,Black Eyes,Red Hair,Male Characters,Deceased Characters,Sep-98,1998
677411,Terence Gerard (Earth-616),Public Identity,,Blue Eyes,Brown Hair,Male Characters,Living Characters,Nov-98,1998
16438,Toby Wood (Earth-616),Secret Identity,,,,Male Characters,Living Characters,Sep-98,1998
680637,Victoria Snow (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Red Hair,Female Characters,Living Characters,Aug-98,1998
713296,Warwick Jamieson (Earth-616),No Dual Identity,Neutral Characters,,Bald,Male Characters,Living Characters,Apr-98,1998
682283,Aaron Amberson (Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,Living Characters,Aug-99,1999
18813,Ajanii Jackson (Earth-616),,,Brown Eyes,Black Hair,Male Characters,Living Characters,Apr-99,1999
37347,Asahi Verschlagen (Earth-616),,,,Black Hair,Male Characters,Deceased Characters,Nov-99,1999
506267,Ashur (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Living Characters,Dec-99,1999
422268,Belial (Inhuman) (Earth-616),No Dual Identity,,,,Female Characters,Living Characters,May-99,1999
16420,Bridget Warner (Earth-616),Secret Identity,,,Black Hair,Female Characters,Living Characters,Nov-99,1999
483422,Bruno Delor (Earth-616),Public Identity,,White Eyes,Brown Hair,Male Characters,Deceased Characters,Nov-99,1999
682212,Charles Standish (Earth-616),Public Identity,,,,Male Characters,Living Characters,Aug-99,1999
483630,Dan Davis (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Oct-99,1999
483710,Debra (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,Oct-99,1999
554830,Delphi (Genosha) (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Sep-99,1999
682208,Doctor Janssen (Earth-616),Public Identity,,Blue Eyes,Blond Hair,Female Characters,Living Characters,Aug-99,1999
684956,Doris Evans (Earth-98121),,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,Aug-99,1999
483672,Dr. Bob (Earth-616),Public Identity,,,White Hair,Male Characters,Living Characters,Oct-99,1999
685516,Elmore Beck (Earth-616),Public Identity,,,Grey Hair,Male Characters,Living Characters,Jan-99,1999
410068,Etienne Marceaux (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,Jul-99,1999
352073,Frederick (Strong) (Earth-616),,Neutral Characters,,,Male Characters,Living Characters,Nov-99,1999
744230,Granok (Earth-616),No Dual Identity,,Green Eyes,,Male Characters,Living Characters,Dec-99,1999
554825,Gregori (Genosha) (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,Sep-99,1999
744231,Jaq (Earth-616),No Dual Identity,Neutral Characters,,,,Living Characters,Dec-99,1999
483556,Jenna Carlisle (Earth-616),Public Identity,,Blue Eyes,Orange Hair,Female Characters,Living Characters,Aug-99,1999
631159,Karl Sofen (Earth-616),,Neutral Characters,,Bald,Male Characters,Deceased Characters,Apr-99,1999
483679,Kathryn (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Oct-99,1999
16539,Khyber (Earth-616),Secret Identity,,,,Male Characters,Living Characters,Aug-99,1999
27070,Lonkarr (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Mar-99,1999
682206,Mac Sanders (Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,Living Characters,Aug-99,1999
29147,Maria Muradyan (Earth-616),,,,Blond Hair,Female Characters,Living Characters,Jan-99,1999
106212,Martin Zantz (Earth-616),,,,,Male Characters,Living Characters,Aug-99,1999
2142,Membrain (Earth-616),Secret Identity,,,No Hair,,Living Characters,Apr-99,1999
483626,Mr. Carroll (Earth-616),Public Identity,,,White Hair,Male Characters,Living Characters,Oct-99,1999
753496,Naanis (Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,Living Characters,Apr-99,1999
19619,Nefer Neith Sinu\u00e9 (Earth-616),,Good Characters,Blue Eyes,,Female Characters,Living Characters,May-99,1999
583559,Randy Lee Watson (Earth-616),Secret Identity,,,,Male Characters,Living Characters,Nov-99,1999
748383,Rank (Earth-616),Secret Identity,Neutral Characters,,Bald,Male Characters,Living Characters,Dec-99,1999
483633,Sally (Daily Bugle) (Earth-616),Public Identity,,,Brown Hair,Female Characters,Living Characters,Oct-99,1999
483680,Sam (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters,Oct-99,1999
681380,Sanford Chesney (Earth-616),Public Identity,Good Characters,,Bald,Male Characters,Living Characters,Jul-99,1999
390654,Sid Franken (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Oct-99,1999
483709,Ted Chin (Earth-616),No Dual Identity,,,White Hair,Male Characters,Living Characters,Oct-99,1999
194093,V-2 (Earth-616),Secret Identity,,,Brown Hair,Female Characters,Deceased Characters,Nov-99,1999
555058,V-3 (Earth-616),Secret Identity,,Black Eyes,,Male Characters,Living Characters,Nov-99,1999
555059,V-4 (Earth-616),Secret Identity,,Black Eyes,,Male Characters,Living Characters,Nov-99,1999
555061,V-5 (Earth-616),Secret Identity,,,,Male Characters,Deceased Characters,Nov-99,1999
555062,V-6 (Earth-616),Secret Identity,Good Characters,,,Male Characters,Deceased Characters,Nov-99,1999
555063,V-7 (Earth-616),Secret Identity,,,,Male Characters,Deceased Characters,Nov-99,1999
555064,V-8 (Earth-616),Secret Identity,,,,Male Characters,Deceased Characters,Nov-99,1999
79520,Veeg (Earth-616),Secret Identity,,,Brown Hair,Male Characters,Living Characters,Dec-99,1999
491097,Veritus (Earth-616),Public Identity,,Yellow Eyes,Bald,Male Characters,Living Characters,Apr-99,1999
583560,Weller (Earth-616),Secret Identity,Neutral Characters,Purple Eyes,Purple Hair,Male Characters,Living Characters,Nov-99,1999
623288,Abigail Baxter (Earth-616),,,,Black Hair,Female Characters,Living Characters,Dec-00,2000
237979,Abigail Harkness (Earth-616),,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,Jan-00,2000
57924,Agent Colby (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,Living Characters,Jul-00,2000
18448,Aiomumkondi (Earth-616),,,,,Male Characters,Living Characters,May-00,2000
18479,Alberik (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,Oct-00,2000
321448,Ananastasia Rinaldi (Earth-616),,,Green Eyes,Black Hair,Female Characters,Living Characters,Nov-00,2000
114047,Aurelle (Earth-616),Secret Identity,Good Characters,,White Hair,Female Characters,Living Characters,Feb-00,2000
417503,Bartos (Earth-616),No Dual Identity,Neutral Characters,,No Hair,Male Characters,Living Characters,Oct-00,2000
417519,Basaltar (Earth-616),No Dual Identity,Neutral Characters,Grey Eyes,No Hair,Male Characters,Living Characters,Oct-00,2000
349174,Blue Skye (Heroes Reborn) (Earth-616),,,,,Female Characters,Living Characters,Jan-00,2000
723803,Brutus (Inner Guard) (Earth-616),,,,No Hair,,Living Characters,Sep-00,2000
16351,Cargo (Earth-616),Secret Identity,Neutral Characters,,,,Living Characters,Sep-00,2000
16313,Carver (Morlock) (Earth-616),,,,Brown Hair,Male Characters,Living Characters,Dec-00,2000
123956,Ceyote (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Feb-00,2000
67357,Claymore (Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,Living Characters,Dec-00,2000
29836,Commander Clinton (Earth-616),Public Identity,,,,Male Characters,Living Characters,Feb-00,2000
29849,Diana Knight (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Female Characters,Living Characters,Feb-00,2000
507753,Dibdeb (Earth-616),Public Identity,Neutral Characters,,No Hair,Male Characters,Living Characters,Oct-00,2000
17990,Doctor Mime (Earth-616),Secret Identity,,,,Male Characters,Living Characters,Apr-00,2000
29853,Elizabeth Shaw (Earth-616),Public Identity,,,Blond Hair,Female Characters,Deceased Characters,Feb-00,2000
251049,Ernest Sanger (Heroes Reborn) (Earth-616),,Good Characters,,,Male Characters,Living Characters,Jan-00,2000
511814,Esphares (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Apr-00,2000
511815,Ezekeel (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Jun-00,2000
723804,Fawkes (Inner Guard) (Earth-616),,,Red Eyes,No Hair,,Living Characters,Sep-00,2000
507750,Fayrelyte Strongheart (Earth-616),Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,Living Characters,Oct-00,2000
37343,Frisco Pike (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters,Nov-00,2000
16448,Fugue (Morlock) (Earth-616),Secret Identity,Neutral Characters,,,,Living Characters,Dec-00,2000
349179,General Darlegung (Heroes Reborn) (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters,Jan-00,2000
279930,Giraboor (Earth-616),Public Identity,Good Characters,White Eyes,White Hair,Male Characters,Living Characters,Oct-00,2000
272195,Guardian of the Millennium Monarch (Earth-616),Public Identity,Good Characters,,,,Living Characters,May-00,2000
349173,Guinness (Heroes Reborn) (Earth-616),,Good Characters,,,Male Characters,Living Characters,Jan-00,2000
511816,Hafaza (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Apr-00,2000
16499,Hardwire (Robot) (Earth-616),,,,,,Living Characters,Sep-00,2000
238004,Hiram Shaw (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,Jan-00,2000
344264,James Howlett (Heroes Reborn) (Earth-616),Secret Identity,Good Characters,,,Male Characters,Deceased Characters,Jan-00,2000
67353,Javelin (SHE) (Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,Living Characters,Dec-00,2000
674863,Kevin (mutant) (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,Living Characters,Apr-00,2000
16541,Kilmer (Earth-616),Secret Identity,,,,Male Characters,Deceased Characters,May-00,2000
507742,Kreddik (Earth-616),Public Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,Living Characters,Oct-00,2000
725670,Kusek (Earth-616),No Dual Identity,Neutral Characters,,No Hair,Male Characters,Living Characters,Oct-00,2000
402904,Liu Wo-Han (Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Living Characters,Sep-00,2000
19306,Magma (Sven) (Earth-616),Secret Identity,Good Characters,,White Hair,Male Characters,Living Characters,Dec-00,2000
507752,Manat (Earth-616),Public Identity,Neutral Characters,,No Hair,Male Characters,Living Characters,Oct-00,2000
251055,Mary Rina (Heroes Reborn) (Earth-616),,Good Characters,,,Female Characters,Living Characters,Jan-00,2000
745774,Master Monarch (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,Living Characters,Apr-00,2000
349177,Michka Rose (Heroes Reborn) (Earth-616),,Good Characters,,Black Hair,Female Characters,Living Characters,Jan-00,2000
272198,Millennium Monarch (Earth-616),Secret Identity,Good Characters,Yellow Eyes,,Female Characters,Living Characters,May-00,2000
17993,Morph (First Line) (Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,Deceased Characters,May-00,2000
268651,Mrs. Shaw (Earth-616),,,,,Female Characters,Deceased Characters,Mar-00,2000
507754,Nelet Pa (Earth-616),Public Identity,Neutral Characters,White Eyes,Grey Hair,Male Characters,Living Characters,Oct-00,2000
237984,Obadiah Shaw (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Jan-00,2000
743141,Otis Matthews (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,Living Characters,Mar-00,2000
29907,Patrick Clemens (Earth-616),,,,,Male Characters,Living Characters,Feb-00,2000
5352,Positron (Veronica) (Earth-616),Secret Identity,,,White Hair,Female Characters,Deceased Characters,Mar-00,2000
123961,Psykos (Earth-616),Secret Identity,Good Characters,Red Eyes,Bald,Male Characters,Living Characters,Feb-00,2000
723807,Quisling (Inner Guard) (Earth-616),,,Red Eyes,No Hair,,Living Characters,Sep-00,2000
5418,Rebound (Earth-616),Secret Identity,Good Characters,,,Female Characters,Living Characters,Oct-00,2000
17994,Reflex (First Line) (Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,Deceased Characters,Mar-00,2000
5438,Riot-Act (Earth-616),Secret Identity,Good Characters,,Bald,Female Characters,Deceased Characters,Mar-00,2000
410086,Rochelle LeBeau (Earth-616),Secret Identity,Neutral Characters,,,Female Characters,Living Characters,Oct-00,2000
16960,Sabre (Mutant) (Earth-616),Secret Identity,,,Blond Hair,Male Characters,Living Characters,Nov-00,2000
238028,Sarah Shaw (Earth-616),No Dual Identity,Good Characters,,,Female Characters,Deceased Characters,Jan-00,2000
511817,Sariel (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Apr-00,2000
15642,Semijan (Earth-616),,,,,Male Characters,Living Characters,May-00,2000
14411,Shamrock (SHE) (Earth-616),Secret Identity,Good Characters,,,Male Characters,Deceased Characters,Dec-00,2000
16974,Sketch (Earth-616),Secret Identity,Good Characters,,,Female Characters,Living Characters,Aug-00,2000
18219,Squire (Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,Deceased Characters,Mar-00,2000
683836,Stanley Klein (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,Aug-00,2000
251052,Sterling (Heroes Reborn) (Earth-616),,Good Characters,,,Male Characters,Living Characters,Jan-00,2000
123957,Suyin King (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Feb-00,2000
511818,Tariel (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Apr-00,2000
16716,Torque (Twisted Sisters) (Earth-616),,,,,Female Characters,Living Characters,Oct-00,2000
68945,Tricolore (Yvette) (Earth-616),,Good Characters,,Brown Hair,Female Characters,Living Characters,Dec-00,2000
44839,Waltham Pierce (Earth-616),,,Brown Eyes,Blond Hair,Male Characters,Deceased Characters,Mar-00,2000
507749,Wibbow (Earth-616),No Dual Identity,Neutral Characters,Black Eyes,Green Hair,Male Characters,Living Characters,Oct-00,2000
16982,Amy Stringer (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Deceased Characters,Feb-01,2001
410700,Andrew Benedict (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,Aug-01,2001
415267,Angela Barbato (Earth-616),,Good Characters,,Black Hair,Female Characters,Living Characters,Sep-01,2001
16515,Ao Jun (Earth-616),,,,,Male Characters,Deceased Characters,Sep-01,2001
556371,Arthur Swift (Earth-616),,Neutral Characters,,Brown Hair,Male Characters,Deceased Characters,Nov-01,2001
410737,Bonita (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Auburn Hair,Female Characters,Deceased Characters,Apr-01,2001
280828,Browning (Earth-616),,,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,Dec-01,2001
623872,Chelwid (Earth-616),Public Identity,,Blue Eyes,Blue Hair,Male Characters,Living Characters,Nov-01,2001
476748,Cirlio Crisologo (Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,Male Characters,Living Characters,Oct-01,2001
491262,Clive Vickers (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,Deceased Characters,Oct-01,2001
509075,Cole (Neanderthal) (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,Oct-01,2001
441915,Compound (Earth-616),Secret Identity,,,No Hair,Male Characters,Deceased Characters,Aug-01,2001
280424,Cyclops (Tunnel Dwellers) (Earth-616),Secret Identity,Good Characters,One Eye,Bald,Male Characters,Deceased Characters,Aug-01,2001
280823,Denham (Earth-616),,,Brown Eyes,Blond Hair,Male Characters,Deceased Characters,Dec-01,2001
476742,Erik Hallgrimsson (Earth-616),Secret Identity,Good Characters,Orange Eyes,No Hair,Male Characters,Living Characters,Oct-01,2001
410528,Gertrude Hunter (Earth-616),Secret Identity,Neutral Characters,,Blond Hair,Female Characters,Deceased Characters,Jul-01,2001
410542,Gloria Knoblach (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Female Characters,Deceased Characters,Aug-01,2001
280727,Gordon Phillips (Earth-616),Public Identity,Neutral Characters,,Grey Hair,Male Characters,Deceased Characters,Sep-01,2001
410527,Hans Knoblach (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,Jul-01,2001
116837,Jess Patton (Earth-616),No Dual Identity,,Brown Eyes,Blond Hair,Female Characters,Deceased Characters,Jun-01,2001
410697,John Jones (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,Aug-01,2001
555155,Kiza (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,Deceased Characters,Jun-01,2001
744681,LaFronce Bennett (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Nov-01,2001
58642,Lonnie Ranger (Earth-616),,,,,Male Characters,Living Characters,Dec-01,2001
629191,Rogers (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Living Characters,Apr-01,2001
555123,Scree (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Grey Hair,Male Characters,Living Characters,Aug-01,2001
624034,Sergei Rose (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters,Nov-01,2001
34290,Skarabrous the Stalker,,,,,Male Characters,Living Characters,Feb-01,2001
18614,Ted Wertz (Earth-616),,,,,Male Characters,Living Characters,Oct-01,2001
557329,Tyrus Krill (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Jan-01,2001
555128,Vampyr (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters,Aug-01,2001
410701,Vernon Reaves (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,Aug-01,2001
280863,William (Mutant) (Earth-616),,Neutral Characters,White Eyes,Grey Hair,Male Characters,Deceased Characters,Oct-01,2001
340177,Adewale Ekoku (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,Jul-02,2002
18499,Aislinn (Earth-616),,,,,Female Characters,Living Characters,Nov-02,2002
349430,Anders Nobel (Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,Living Characters,Jul-02,2002
99887,Ankhi Gottberg (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Bald,Female Characters,Living Characters,Aug-02,2002
280414,Arlo Summers (Earth-616),Public Identity,Neutral Characters,Yellow Eyes,No Hair,Male Characters,Living Characters,Aug-02,2002
389605,Askalan (Earth-616),,,,,Male Characters,Living Characters,Dec-02,2002
332732,Aunt Hazel (Earth-616),No Dual Identity,,,Grey Hair,Female Characters,Living Characters,Jan-02,2002
332947,Bert (Origin) (Earth-616),No Dual Identity,,,Red Hair,Male Characters,Living Characters,Mar-02,2002
120834,Cedric Crichton (Earth-616),Public Identity,Good Characters,,,Male Characters,Deceased Characters,Mar-02,2002
474091,Cherry (NYPD) (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters,Jan-02,2002
116840,Chuck Self (Earth-616),Public Identity,,,,Male Characters,Living Characters,Oct-02,2002
725341,Cordon (Earth-616),Public Identity,,,,Male Characters,Living Characters,Mar-02,2002
280739,Dan Strom (Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters,Jul-02,2002
476772,Dana Holmes (Earth-616),Secret Identity,Good Characters,,Bald,Female Characters,Living Characters,Jul-02,2002
18647,Daniel Wyzcenko (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Nov-02,2002
476767,Dave Finn (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Jul-02,2002
500402,David Montgomery (Earth-616),Public Identity,,,,Male Characters,Living Characters,Aug-02,2002
728715,Doctor Pow (Earth-616),,Neutral Characters,,Black Hair,Male Characters,Living Characters,Jul-02,2002
474545,Doctor Rogan (Earth-616),Public Identity,,,Grey Hair,Male Characters,Living Characters,Mar-02,2002
280834,Duncan Sebast (Earth-616),Public Identity,,,Brown Hair,Male Characters,Deceased Characters,Apr-02,2002
