id,name,IDENTITY,EYE,HAIR,SEX,ALIVE,AT LARGE,FIRST APPEARANCE,Year
555395,Repulse (Earth-616),Secret Identity,,Black Hair,Female Characters,Deceased Characters,No,Jul-11,2011
505713,Seer (Serpent) (Earth-616),,Red Eyes,White Hair,Male Characters,Living Characters,Yes,Sep-11,2011
472607,Sin-Eater (Earth-616),Secret Identity,Red Eyes,Red Hair,Female Characters,Living Characters,Yes,Aug-11,2011
555390,Sinew (Neo) (Earth-616),Secret Identity,White Eyes,Black Hair,Male Characters,Deceased Characters,No,Jul-11,2011
555355,Singularity (Neo) (Earth-616),Secret Identity,,Purple Hair,Male Characters,Deceased Characters,No,Jul-11,2011
555396,Stare (Earth-616),Secret Identity,White Eyes,Black Hair,Male Characters,Deceased Characters,No,Jul-11,2011
483823,Teller (Earth-616),Secret Identity,Red Eyes,Pink Hair,Male Characters,Living Characters,Yes,Oct-11,2011
503405,Vorster (Earth-616),Public Identity,,Blond Hair,Male Characters,Living Characters,No,Jun-11,2011
468553,William Boddicker (Earth-616),,,Black Hair,Male Characters,Living Characters,No,Sep-11,2011
459493,Wyatt McDonald (Zombie Clone) (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,May-11,2011
468548,Zel Credo (Earth-616),,Green Eyes,Bald,Male Characters,Living Characters,Yes,Sep-11,2011
626109,Adriana Soria (Princess) (Earth-616),Secret Identity,Yellow Eyes,Black Hair,Female Characters,Deceased Characters,No,Nov-12,2012
559416,Atticus Trask (Earth-TRN361),No Dual Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,Yes,Dec-12,2012
723601,Flashfire (Hatchitech) (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Dec-12,2012
519929,Innsbruck the Planner (Earth-616),Public Identity,,Blond Hair,Male Characters,Living Characters,No,Feb-12,2012
682328,Madelyne Pryor (Clone) (Earth-616),Secret Identity,Green Eyes,Red Hair,Female Characters,Deceased Characters,No,Aug-12,2012
723562,Phoenix (Hatchitech) (Earth-616),Secret Identity,Green Eyes,Red Hair,Female Characters,Living Characters,Yes,Dec-12,2012
528509,Pit Bull (Earth-616),Secret Identity,Brown Eyes,Grey Hair,Male Characters,Living Characters,No,Jul-12,2012
723622,Ripcorde (Hatchitech) (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Dec-12,2012
723609,Striker (Hatchitech) (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Dec-12,2012
519927,Vunderknight (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,Mar-12,2012
723572,Wolverine (Hatchitech) (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Dec-12,2012
582878,Andras Bertesy (Earth-616),No Dual Identity,Hazel Eyes,Brown Hair,Male Characters,Deceased Characters,No,Apr-13,2013
577943,Colin Forty-Four (Earth-616),Public Identity,Black Eyes,White Hair,Male Characters,Living Characters,No,Jan-13,2013
576844,Colin Thirty-Three (Earth-616),Public Identity,Black Eyes,White Hair,Male Characters,Deceased Characters,No,Mar-13,2013
687392,Death (11th Century) (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,Jun-13,2013
687350,Famine (11th Century) (Earth-616),Secret Identity,Yellow Eyes,Black Hair,Female Characters,Deceased Characters,No,Jun-13,2013
680320,Green Skull (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Jan-13,2013
675341,Juan Carlos Valencia (Earth-616),Public Identity,,Brown Hair,Male Characters,Living Characters,Yes,Feb-13,2013
595516,Mister Moctezuma (Earth-616),Public Identity,Hazel Eyes,White Hair,Male Characters,Living Characters,Yes,May-13,2013
687367,Pestilence (11th Century) (Earth-616),Secret Identity,Red Eyes,Bald,Male Characters,Deceased Characters,No,Jun-13,2013
687320,War (11th Century) (Earth-616),Secret Identity,,No Hair,Male Characters,Deceased Characters,No,Jun-13,2013
402630,Azoth (Earth-616),,Red Eyes,No Hair,Male Characters,Living Characters,No,,
546090,Billy Vanderlyn (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,,
505601,Black Metal (Earth-616),Secret Identity,,,,Living Characters,No,,
250544,Carlos McNally (Earth-616),,,Black Hair,Male Characters,Living Characters,Yes,,
252894,Colin Smith (Earth-616),,,Blond Hair,Male Characters,Living Characters,No,,
560186,Daboia (Earth-616),Secret Identity,Red Eyes,No Hair,Male Characters,Living Characters,No,,
743308,Dagora (Earth-616),No Dual Identity,Yellow Eyes,No Hair,Male Characters,Living Characters,No,,
754787,Deathwalker Prime (Earth-616),No Dual Identity,Orange Eyes,No Hair,Agender Characters,Living Characters,No,,
744266,Doctor Weird (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,,
246373,Edward Magee (Earth-616),,,,Male Characters,Living Characters,Yes,,
742702,Felicia Beyer (Earth-616),Secret Identity,,Brown Hair,Female Characters,Living Characters,No,,
742705,Frederick Pemberton (Earth-616),Secret Identity,,Red Hair,Male Characters,Living Characters,No,,
550137,Giant of the Badlands (Earth-616),Secret Identity,,Brown Hair,Male Characters,Deceased Characters,No,,
731771,Gliitch (Earth-616),No Dual Identity,,No Hair,,Living Characters,No,,
579646,Goldigger (Earth-616),Secret Identity,,Bald,Male Characters,Living Characters,No,,
547908,Gouger (Earth-616),Public Identity,,Black Hair,Male Characters,Deceased Characters,No,,
168347,Guardian (Robot) (Earth-616),,White Eyes,No Hair,Male Characters,Living Characters,Yes,,
542029,Gudrun the Golden (Earth-616),Public Identity,,Blond Hair,Male Characters,Living Characters,No,,
260680,Ishiro Tsuburaya (Earth-616),Secret Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,No,,
21427,Issa Koblev (Earth-616),Secret Identity,White Eyes,White Hair,Male Characters,Deceased Characters,No,,
317544,Izanagi (The Hand) (Earth-616),,,Bald,Male Characters,Living Characters,Yes,,
742701,Jack Wiley (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,Yes,,
449971,Jim Peterson (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,No,,
580047,Johnny Punk (Earth-616),Secret Identity,,Green Hair,Male Characters,Living Characters,No,,
248837,Julio Mendoza (Earth-616),,Brown Eyes,Black Hair,Male Characters,Living Characters,Yes,,
578507,June Jitsui (Earth-616),,,Black Hair,Female Characters,Living Characters,Yes,,
488837,Khalf (Earth-616),Public Identity,,,Male Characters,Living Characters,No,,
740777,Knot (Earth-616),No Dual Identity,White Eyes,No Hair,Male Characters,Deceased Characters,No,,
731769,Kottus (Earth-616),No Dual Identity,Red Eyes,No Hair,Male Characters,Living Characters,Yes,,
53311,Kra (Earth-616),Public Identity,,Bald,Male Characters,Living Characters,Yes,,
584868,Magna Mind (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,Yes,,
577881,McBrain (Earth-616),Secret Identity,,Bald,Male Characters,Living Characters,Yes,,
243361,Millennius (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,,
246680,Mrrungo-Mu (Earth-616),,,,Male Characters,Living Characters,Yes,,
491882,Neolithic (Earth-616),Public Identity,Red Eyes,No Hair,Male Characters,Living Characters,No,,
535264,Peter Prescott (Earth-616),Public Identity,,Black Hair,Male Characters,Deceased Characters,No,,
578498,Professor Sneer (Earth-616),,,Grey Hair,Male Characters,Living Characters,No,,
86224,Psyk-Out (Earth-616),Secret Identity,,,,Living Characters,No,,
505600,Quota (Earth-616),Secret Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,No,,
579654,Ricochet Monster (Earth-616),Secret Identity,Blue Eyes,No Hair,Male Characters,Living Characters,No,,
554872,Rose (assassin) (Earth-616),Public Identity,Purple Eyes,Black Hair,Female Characters,Deceased Characters,No,,
76758,Sabnak (Earth-88194),Secret Identity,,Black Hair,Male Characters,Living Characters,Yes,,
665439,Saddam Hussein (Earth-616),No Dual Identity,,Black Hair,Male Characters,Deceased Characters,No,,
558328,Smyt (Earth-616),Public Identity,Red Eyes,No Hair,Male Characters,Living Characters,Yes,,
555934,Supernalia (Earth-616),,,No Hair,Female Characters,Living Characters,Yes,,
505602,Teng Yun-Suan (Earth-616),Secret Identity,,White Hair,Male Characters,Living Characters,No,,
740781,Thumbnail (Earth-616),No Dual Identity,White Eyes,No Hair,Male Characters,Deceased Characters,No,,
555818,Tnneya (Earth-616),,,,Female Characters,Living Characters,Yes,,
748152,Vapora (Earth-616),Secret Identity,,White Hair,Female Characters,Living Characters,No,,
742703,Yoshi Nagai (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,,
753425,Zola Hulk (Earth-616),Secret Identity,Red Eyes,Bald,Male Characters,Living Characters,Yes,,
753403,Zola Iron Man (Earth-616),Secret Identity,Black Eyes,No Hair,Male Characters,Living Characters,No,,
753419,Zola Thor (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Male Characters,Living Characters,Yes,,
705612,Anton Trask (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,No,,
710003,Blockers Bots (Hazards) (Earth-616),No Dual Identity,Green Eyes,No Hair,Agender Characters,Living Characters,Yes,,
752590,Chancellor Cassandra (Earth-616),,Green Eyes,White Hair,Female Characters,Living Characters,No,,
697605,Crime Master (Hobgoblin) (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,No,,
715832,Dahl (Earth-616),No Dual Identity,White Eyes,Bald,Male Characters,Living Characters,No,,
691660,Derenik Zadian (Earth-616),Public Identity,Hazel Eyes,Blond Hair,Male Characters,Deceased Characters,No,,
706350,Doug (A.I.M.) (Earth-616),Secret Identity,Brown Eyes,Blond Hair,Male Characters,Living Characters,Yes,,
704095,Dr. Jenner (Earth-616),Public Identity,Blue Eyes,Black Hair,Male Characters,Deceased Characters,No,,
713955,Eli Hatcher (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,No,,
715701,Firebrand VI (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,,
704508,Grace Valentine (Earth-616),Public Identity,Brown Eyes,Brown Hair,Female Characters,Living Characters,No,,
724109,Gregory Sale (Earth-616),No Dual Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,No,,
752132,Herr Hitzig (Earth-616),No Dual Identity,Black Eyes,,Male Characters,Living Characters,Yes,,
722414,Hydro-Man (Hobgoblin) (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,,
693091,Infernok (Earth-616),,,,,Living Characters,No,,
694703,Iron Scorpion (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,Yes,,
706602,Jim (A.I.M.) (Earth-616),Secret Identity,Blue Eyes,Grey Hair,Male Characters,Living Characters,No,,
709629,Lightning Conductor (Earth-616),Secret Identity,Blue Eyes,White Hair,Male Characters,Deceased Characters,No,,
703540,Lobo Blanco (Angelo) (Earth-616),Secret Identity,Hazel Eyes,Black Hair,Male Characters,Deceased Characters,No,,
752592,Madam Worm (Earth-616),Secret Identity,,Red Hair,Female Characters,Living Characters,No,,
727220,Massster (Earth-616),Secret Identity,Green Eyes,,Male Characters,Living Characters,No,,
706354,Mathias Deeds (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,Yes,,
734244,Meruda (Earth-616),No Dual Identity,Red Eyes,White Hair,Male Characters,Living Characters,No,,
694697,Mr. Aames (Earth-616),Public Identity,,Brown Hair,Male Characters,Deceased Characters,No,,
691809,Mr. Lucas (Earth-616),Public Identity,Amber Eyes,Bald,Male Characters,Living Characters,No,,
722120,Panda-Mania (Earth-616),,White Eyes,Black Hair,Female Characters,Living Characters,Yes,,
686903,Roberto Kowalski (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,,
709990,Sappers (Hazards) (Earth-616),No Dual Identity,White Eyes,No Hair,Agender Characters,Living Characters,No,,
709998,Scorchers (Hazards) (Earth-616),No Dual Identity,,No Hair,Agender Characters,Living Characters,Yes,,
691840,Sharrr (Earth-616),Public Identity,Black Eyes,Bald,Male Characters,Living Characters,Yes,,
695214,Skaarn (Earth-616),Secret Identity,Red Eyes,Bald,Male Characters,Living Characters,No,,
691863,Snarrrdax (Earth-616),Public Identity,,Bald,Male Characters,Living Characters,Yes,,
722412,Squid (Hobgoblin) (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,,
693768,Steeplejack (Hobgoblin) (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,,
722416,Tiger Shark (Hobgoblin) (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,,
625364,Visher-Rakk (Earth-616),Secret Identity,,,,Living Characters,Yes,,
708936,Weapon Red (Chinese Mutant) (Earth-616),Secret Identity,White Eyes,Black Hair,Male Characters,Deceased Characters,No,,
715281,Xan (Earth-616),No Dual Identity,Yellow Eyes,Black Hair,Male Characters,Deceased Characters,No,,
331151,N'Jaga (Earth-616),No Dual Identity,,,Male Characters,Living Characters,Yes,Oct-39,1939
754129,Patch (Human Torch's enemy) (Earth-616),Secret Identity,,Bald,Male Characters,Deceased Characters,No,Apr-40,1940
453388,Cat's Paw (Earth-616),Secret Identity,,,Female Characters,Deceased Characters,No,Apr-41,1941
240057,Lawrence Schrott (Earth-616),,,,Male Characters,Living Characters,Yes,Dec-41,1941
470667,Agent X (WWII Japanese Soldier) (Earth-616),Secret Identity,,Black Hair,Male Characters,Deceased Characters,No,Mar-42,1942
474734,Captain Achhimmel (Earth-616),Public Identity,,White Hair,Male Characters,Deceased Characters,No,Jun-42,1942
482525,Herr Demon (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,Oct-42,1942
483410,Satan (Balthar's Master) (Earth-616),Secret Identity,Red Eyes,,Male Characters,Living Characters,No,Dec-42,1942
492783,Dietmar Stock (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Dec-43,1943
490209,Harrison Klein (Earth-616),Secret Identity,,Black Hair,Male Characters,Deceased Characters,No,Sep-43,1943
484957,Prince Ba'rahm (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,No,Feb-43,1943
500794,Bran Carter (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,Yes,Sep-44,1944
501198,Zipper (1940's Criminal) (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,Sep-44,1944
709148,Bradley (Headless Man's creator) (Earth-616),Public Identity,,Brown Hair,Male Characters,Living Characters,Yes,Sep-46,1946
755046,Kleezar (Earth-616),No Dual Identity,,Grey Hair,Male Characters,Deceased Characters,No,Nov-48,1948
555933,Hook Creech & Frank Jepson (Earth-616),Secret Identity,Blue Eyes,Black Hair,Male Characters,Deceased Characters,No,Aug-49,1949
710065,Squid (Sub-Mariner villain) (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Mar-49,1949
579320,Professor Diminuito (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,No,Oct-51,1951
17522,Skull-Face (Earth-616),,,,Male Characters,Living Characters,Yes,Jan-52,1952
20704,Thor (Jovian) (Earth-616),,,,Male Characters,Living Characters,No,Dec-54,1954
244725,White-Face (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Mar-55,1955
491994,Anuxa (Earth-616),No Dual Identity,,,Male Characters,Living Characters,Yes,Jan-60,1960
491076,Eric Kane (Earth-616),,,,Male Characters,Living Characters,No,Jan-61,1961
492021,Klagg (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Sep-61,1961
491077,Octo-Monster (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Oct-61,1961
16120,Vandoom's Monster (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Mar-61,1961
243105,Bennington Brown (Earth-616),No Dual Identity,,,Male Characters,Living Characters,No,Sep-63,1963
337282,Angel (Mysterio's Robots) (Earth-616),,,,Male Characters,Living Characters,No,Oct-64,1964
337290,Beast (Mysterio's Robots) (Earth-616),,,,Male Characters,Living Characters,Yes,Oct-64,1964
337294,Cyclops (Mysterio's Robots) (Earth-616),,,,Male Characters,Living Characters,Yes,Oct-64,1964
721577,Egghead's Android (Earth-616),,,,,Living Characters,No,Nov-64,1964
1681,Ernesto & Luigi Gambonno (Earth-616),Public Identity,Blue Eyes,Black Hair,Male Characters,Living Characters,No,Sep-64,1964
36937,G'Uranthic Guardian (Earth-616),,,,,Living Characters,Yes,Nov-64,1964
247954,Keno Barkerton (Earth-616),Public Identity,,,Male Characters,Living Characters,Yes,Aug-64,1964
19325,Luke Buffington (Earth-616),,,,Male Characters,Living Characters,No,Mar-64,1964
342233,Vladimir Fortunov (Earth-616),,,,Male Characters,Living Characters,Yes,Sep-64,1964
507442,"\""Thumper\"" Morgan (Earth-616)",Secret Identity,,Bald,Male Characters,Living Characters,Yes,Feb-65,1965
36936,Demonicus (Mordo's Apprentice) (Earth-616),,Green Eyes,Black Hair,Male Characters,Living Characters,Yes,Jan-65,1965
248485,Gabbo (Earth-616),Public Identity,,Blond Hair,Male Characters,Living Characters,Yes,Aug-65,1965
248426,Luther Cragg (Earth-616),Public Identity,,,Male Characters,Living Characters,Yes,Apr-65,1965
79062,Professor Elixir (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Sep-65,1965
701718,Dancer (Earth-616),,,,Male Characters,Living Characters,No,Nov-66,1966
15384,Joe Clanton (Earth-616),Secret Identity,,Blond Hair,Male Characters,Living Characters,No,Aug-66,1966
237514,Shezada (Earth-616),Public Identity,,,Female Characters,Living Characters,No,Aug-67,1967
490583,Sniper (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Dec-67,1967
18719,Un-Human (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,Sep-68,1968
705609,Agent R-2 (Earth-616),Secret Identity,,Bald,Male Characters,Living Characters,Yes,Dec-69,1969
53460,Frankenstein's Monster (Cosmic) (Earth-616),Secret Identity,White Eyes,No Hair,,Deceased Characters,No,Aug-69,1969
12815,Grizzly (AIM Agent) (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,Dec-69,1969
2093,M'Baku (Earth-616),Public Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,Yes,Mar-69,1969
79057,N'Gamo (Earth-616),Public Identity,,,Male Characters,Living Characters,No,Mar-69,1969
706006,Walking Stiletto (Earth-616),Secret Identity,Black Eyes,No Hair,Agender Characters,Living Characters,No,Jun-69,1969
1757,Kevin O'Brien (Earth-616),Secret Identity,Blue Eyes,Red Hair,Male Characters,Deceased Characters,No,Nov-70,1970
674817,Kronus (Wilkins) (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,No,Jun-70,1970
13215,Bulldozer (MODOK's Automaton) (Earth-616),,,,,Living Characters,Yes,Jan-71,1971
413995,K'aitian Worldmind (Earth-616),Public Identity,,No Hair,Male Characters,Living Characters,Yes,Jun-71,1971
510815,Lyle Getz (Earth-616),,,White Hair,Male Characters,Living Characters,Yes,Jan-71,1971
706131,Marya Peskyov (Earth-616),Secret Identity,,Blond Hair,Female Characters,Living Characters,No,Jan-71,1971
477630,Omm (Earth-616),,,,Male Characters,Living Characters,No,Jan-72,1972
13232,Executioner (Calliope's Carnival) (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Jun-73,1973
654257,Kryllk (Earth-616),,,,Male Characters,Living Characters,Yes,Mar-73,1973
32598,N'Gabthoth (Earth-616),No Dual Identity,,,Male Characters,Living Characters,No,Jan-73,1973
34346,Sentry 213 (Earth-616),Secret Identity,Black Eyes,No Hair,,Deceased Characters,No,Nov-73,1973
410722,Tyg'r (Earth-616),,,Orange-brown Hair,Male Characters,Living Characters,Yes,May-73,1973
560768,Varcolac (Earth-616),,,Brown Hair,Male Characters,Living Characters,No,Mar-73,1973
32599,Y'Garon (Earth-616),Secret Identity,,Grey Hair,Male Characters,Living Characters,No,Sep-74,1974
244487,Devil's Heart (Earth-616),Secret Identity,,No Hair,,Deceased Characters,No,Mar-75,1975
79386,Surisha (Earth-616),Secret Identity,,,Female Characters,Living Characters,Yes,Feb-75,1975
555578,Tohn-Bil (Earth-616),,,,Male Characters,Living Characters,No,Mar-75,1975
121551,Ulluxy'l Kwan Tae Syn (Earth-616),,,,Male Characters,Living Characters,No,Oct-75,1975
39218,Wraith (Wolf) (Earth-616),,,White Hair,,Living Characters,Yes,Oct-75,1975
18474,Agent D (Ducharme) (Earth-616),,,,Female Characters,Living Characters,Yes,Jul-76,1976
18395,Brian Abelard (Earth-616),Public Identity,,,Male Characters,Deceased Characters,No,Jun-76,1976
72987,Charles Xavier (X-Sentinel) (Earth-616),Secret Identity,,Bald,Male Characters,Living Characters,No,Jun-76,1976
1387,D'Ken Neramani (Earth-616),Public Identity,Hazel Eyes,Black Hair,Male Characters,Living Characters,No,Feb-76,1976
244740,Havok (X-Sentinel) (Earth-616),,,,Male Characters,Living Characters,No,Aug-76,1976
244741,Polaris (X-Sentinel) (Earth-616),,,,,Living Characters,No,Aug-76,1976
706344,Agent 17 (A.I.M.) (Earth-616),Secret Identity,,Black Hair,Female Characters,Living Characters,No,Jul-77,1977
422266,Belial (Demon) (Earth-616),,,,Male Characters,Living Characters,Yes,Feb-77,1977
511114,Bubbles O'Day (Earth-616),,,Blond Hair,Female Characters,Living Characters,Yes,Aug-77,1977
1415,Cal'syee Neramani (Earth-616),Public Identity,White Eyes,No Hair,Female Characters,Living Characters,Yes,Sep-77,1977
511123,Goram (Earth-616),,,No Hair,Male Characters,Living Characters,Yes,Aug-77,1977
511113,Juden Bardham (Earth-616),Public Identity,,No Hair,Male Characters,Living Characters,Yes,Aug-77,1977
250127,K'rll (Earth-616),Secret Identity,Black Eyes,Brown Hair,Male Characters,Living Characters,Yes,Jul-77,1977
560634,Bzzk'Joh (Earth-616),,Red Eyes,,Male Characters,Living Characters,Yes,Mar-78,1978
1388,D'Spayre (Earth-616),Secret Identity,Black Eyes,No Hair,Male Characters,Living Characters,No,Apr-78,1978
15948,Electron (Retrievers) (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Jun-78,1978
182448,Frankenstein's Monster (Nazi) (Earth-616),,,Grey Hair,Male Characters,Deceased Characters,No,Aug-78,1978
13130,Nanny (Magneto's Robot) (Earth-616),Public Identity,,,Female Characters,Living Characters,No,Aug-78,1978
706218,Warbot (Earth-616),Secret Identity,Black Eyes,No Hair,Agender Characters,Living Characters,No,Mar-78,1978
491883,World-Devouring Worm (Earth-616),Public Identity,Red Eyes,No Hair,Male Characters,Living Characters,No,Sep-78,1978
578386,Abraham James (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Jun-79,1979
93363,Jackpot (One-Armed Bandit) (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Oct-79,1979
258473,Max Eisenhardt (Arcade Robot) (Earth-616),,,,,Living Characters,No,Aug-79,1979
24329,R'Klll (Earth-616),Public Identity,Green Eyes,Black Hair,Female Characters,Deceased Characters,No,May-79,1979
516971,Aa-Thak (Earth-616),,,,Male Characters,Living Characters,Yes,Aug-80,1980
418107,Battleaxe (Hostess Pies) (Earth-616),,,,Male Characters,Living Characters,Yes,Mar-80,1980
422273,Beliar (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Jun-80,1980
510814,George Clinton (Earth-616),,,,Male Characters,Living Characters,No,Jun-80,1980
243011,Odin's eye (Earth-616),,,,,Living Characters,Yes,Feb-80,1980
94460,Roy (Criminal) (Earth-616),,,Brown Hair,Male Characters,Living Characters,No,Jun-80,1980
4250,Tim Braverman (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Feb-80,1980
495322,Dagon (Microverse) (Earth-616),,,,Male Characters,Deceased Characters,No,Feb-81,1981
726902,Luciane d'Hiver (Earth-616),,,Blond Hair,Female Characters,Living Characters,No,Jul-81,1981
494701,V'Zarr-Than (Earth-616),,Black Eyes,Green Hair,Male Characters,Living Characters,No,Feb-81,1981
16178,Heather O'Gara (Earth-616),,,,Female Characters,Living Characters,Yes,Aug-82,1982
27558,Jack O'Lantern (Kid) (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Nov-82,1982
692925,Mister Mind's Cyborg (Earth-616),Secret Identity,,,,Living Characters,Yes,Aug-82,1982
2372,S'ym (Earth-616),Secret Identity,Red Eyes,Grey Hair,Male Characters,Living Characters,No,Aug-82,1982
511747,Xaphan (Earth-616),Secret Identity,Yellow Eyes,Black Hair,Male Characters,Living Characters,Yes,Jun-82,1982
94250,Zendrao (Earth-616),Secret Identity,Green Eyes,No Hair,Male Characters,Living Characters,Yes,Apr-82,1982
18492,Akreon (Earth-616),,,,Male Characters,Living Characters,Yes,Mar-83,1983
389608,Asmodeus (Agent of Morning Star) (Earth-616),,,,Male Characters,Living Characters,Yes,Mar-83,1983
18651,Bernard Worrell (Earth-616),No Dual Identity,,Black Hair,Male Characters,Living Characters,No,Oct-83,1983
18567,Jellim Yussaf (Earth-616),,,,Male Characters,Living Characters,No,Feb-83,1983
86340,N'Kama (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,Nov-83,1983
403865,August D'Angelo (Earth-616),No Dual Identity,,,Male Characters,Living Characters,No,Jul-84,1984
16015,Galactus' Cat (Earth-616),,Black Eyes,No Hair,,Living Characters,Yes,Sep-84,1984
505894,Mad Twins (Earth-616),Secret Identity,Blue Eyes,Black Hair,Male Characters,Living Characters,No,Nov-84,1984
31362,Marrina's mate (Earth-616),Secret Identity,Black Eyes,No Hair,Male Characters,Deceased Characters,No,Sep-84,1984
336425,Paddy O'Hanlon (Earth-616),,,,Male Characters,Living Characters,Yes,Apr-84,1984
1245,Percy & Barton Grimes (Earth-616),Secret Identity,Blue Eyes,Black Hair,Male Characters,Living Characters,No,Oct-84,1984
19295,Gargoyle (Derwyddon's) (Earth-616),Secret Identity,Red Eyes,No Hair,Male Characters,Living Characters,Yes,Jun-85,1985
18743,Hank Joern (Earth-616),,,,Male Characters,Living Characters,Yes,Sep-85,1985
12822,Hate-Monger (Psycho-Man's Creation) (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,No,Jun-85,1985
248761,Lucius O'Neil (Earth-616),,,Blond Hair,Male Characters,Living Characters,Yes,Jun-86,1986
508035,Morga (Earth-616),Secret Identity,,,Female Characters,Living Characters,No,Jun-86,1986
508032,Nuncio Klarheit (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Feb-86,1986
27885,Pisces (Male LMD) (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Oct-86,1986
508036,Plokohrel (Earth-616),,,,Male Characters,Living Characters,Yes,Feb-86,1986
18490,Al'Arok (Earth-616),No Dual Identity,Green Eyes,No Hair,Male Characters,Living Characters,No,Aug-87,1987
34112,Ghaszaszh Nyirh (Earth-616),,Red Eyes,Black Hair,,Living Characters,Yes,Dec-87,1987
444759,Seth's beast (Earth-616),,,,,Living Characters,Yes,Dec-87,1987
12818,Johannes Haff (Earth-616),Secret Identity,,Red Hair,Male Characters,Living Characters,Yes,Aug-88,1988
17281,M'Gula (Earth-616),Secret Identity,Brown Eyes,,Male Characters,Living Characters,Yes,May-88,1988
2200,N'Astirh (Earth-616),Secret Identity,Red Eyes,Green Hair,Male Characters,Living Characters,Yes,Sep-88,1988
18400,Robert Abbey,Public Identity,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,No,Dec-88,1988
16079,S'Byll (Earth-616),Secret Identity,Green Eyes,No Hair,Female Characters,Living Characters,No,Jul-88,1988
79061,Sekhem Naville (Earth-616),,,,Male Characters,Living Characters,No,Jul-88,1988
280857,Billy Briggs (Earth-616),No Dual Identity,Yellow Eyes,Brown Hair,Male Characters,Living Characters,No,Nov-89,1989
246271,Cassandra Pike (Earth-616),,,White Hair,Female Characters,Living Characters,No,Dec-89,1989
44645,Cha'sa'dra (Earth-616),,,No Hair,Female Characters,Living Characters,No,Aug-89,1989
